gene_name,paste_into_igv_junction,junc_cat,baseline_PSI,contrast_PSI,comparison,strand,is_cryptic,n_significant_data
RP11-148K1.12,chr7:151075508-151076013,none,0.0224,0.1581,Brown-SKNBE2,-,TRUE,2
AC068533.7,chr7:66092663-66127704,annotated,0.0459,0.1346,Brown-SKNBE2,+,TRUE,1
RTL1,chr14:100884874-100903291,novel_exon_skip,0.0457,0.2296,Brown-SKNBE2,-,TRUE,1
CTD-2323K18.1,chr15:75527261-75570230,annotated,0.0391,0.1158,Brown-SKNBE2,-,TRUE,1
STRADA,chr17:63723972-63725703,none,0.0445,0.1032,Brown-SKNBE2,-,TRUE,1
CTC-398G3.6,chr19:11466276-11466607,none,0.014,0.1319,Brown-SKNBE2,-,TRUE,2
EGLN2,chr19:40807275-40807483,none,0.0493,0.1455,Brown-SKNBE2,+,TRUE,1
RP11-834C11.12,chr12:54019500-54028696,novel_donor,0.0241,0.1242,Brown-SKNBE2,+,TRUE,1
RP4-583P15.15,chr20:63709164-63732003,ambig_gene,3e-04,0.2064,Brown-SKNBE2,+,TRUE,6
RP4-583P15.15,chr20:63732045-63733219,ambig_gene,6e-04,0.1696,Brown-SKNBE2,+,TRUE,6
ZNF658,chr9:66903576-66908256,novel_combo,0.047,0.2228,Brown-SKNBE2,+,TRUE,1
ASIC3,chr7:151052237-151052574,annotated,0.0034,0.1239,Brown-SKNBE2,+,TRUE,2
HAGLR,chr2:176164168-176167568,none,0.0179,0.1388,Brown-SKNBE2,-,TRUE,1
ENTPD1-AS1,chr10:95904938-96089266,novel_combo,0.0457,0.1134,Brown-SKNBE2,-,TRUE,1
HSBP1L1,chr18:79966678-79968095,novel_acceptor,0.012,0.1112,Brown-SKNBE2,+,TRUE,1
AC108488.4,chr2:3533190-3534113,annotated,0.0357,0.1094,Brown-SKNBE2,-,TRUE,1
ZNF702P,chr19:53008651-53037770,novel_acceptor,0.0024,0.1886,Brown-SKNBE2,-,TRUE,1
CKMT2-AS1,chr5:81213816-81301287,novel_acceptor,4e-04,0.1114,Brown-SKNBE2,-,TRUE,2
MAILR,chr8:102885713-102937624,novel_donor,0.0324,0.177,Brown-SKNBE2,+,TRUE,1
ZNF254,chr19:24049548-24091901,ambig_gene,0.0091,0.1481,Brown-SKNBE2,+,TRUE,1
FAM24B,chr10:122850520-122855645,annotated,0.0274,0.1041,Brown-SKNBE2,-,TRUE,1
LINC00339,chr1:22025639-22030283,ambig_gene,0.0498,0.129,Brown-SKNBE2,+,TRUE,1
HLA-DPB1,chr6:33082138-33083514,annotated,0.0062,0.1623,Brown-SKNBE2,+,TRUE,1
CPTP,chr1:1325102-1327241,annotated,0.0458,0.1767,Brown-SKNBE2,+,TRUE,1
CPTP,chr1:1325102-1327241,annotated,0.0466,0.1903,Brown-SKNBE2,+,TRUE,1
C2orf92,chr2:97675928-97677419,annotated,0.0303,0.1632,Brown-SKNBE2,+,TRUE,1
C2orf92,chr2:97675928-97688895,annotated,0.0046,0.1209,Brown-SKNBE2,+,TRUE,1
RP11-66B24.2,chr15:100850170-100855231,ambig_gene,0.0186,0.1712,Brown-SKNBE2,+,TRUE,1
SP2-AS1,chr17:47897440-47898112,annotated,0.0145,0.172,Brown-SKNBE2,-,TRUE,1
C22orf39,chr22:19410778-19447665,ambig_gene,0.044,0.1907,Brown-SKNBE2,-,TRUE,1
RP11-108K14.8,chr10:133381659-133388956,annotated,0.0252,0.2325,Brown-SKNBE2,+,TRUE,1
FAM106A,chr17:18527760-18528573,annotated,0.0481,0.1758,Brown-SKNBE2,-,TRUE,1
FAM106A,chr17:18528747-18542088,annotated,0.0219,0.1016,Brown-SKNBE2,-,TRUE,1
RP11-201K10.3,chr1:155172628-155173221,novel_exon_skip,0.0284,0.1184,Brown-SKNBE2,-,TRUE,1
RP11-420C9.1,chr2:65205312-65207079,annotated,0.0209,0.1528,Brown-SKNBE2,-,TRUE,1
MLLT6,chr17:38720747-38722678,novel_exon_skip,0.0274,0.158,Brown-SKNBE2,+,TRUE,3
CH507-154B10.2,chr21:6986648-6992110,annotated,0.0288,0.2211,Brown-SKNBE2,-,TRUE,1
CH507-154B10.1,chr21:6659578-6666429,novel_combo,0.0216,0.1941,Brown-SKNBE2,-,TRUE,1
CH507-154B10.1,chr21:6659578-6666429,novel_combo,0.0214,0.1941,Brown-SKNBE2,-,TRUE,1
RP11-566K11.7,chr16:89908458-89908655,none,0.0247,0.1841,Brown-SKNBE2,+,TRUE,1
PKD1P6-NPIPP1,chr16:15123567-15125691,ambig_gene,0.0447,0.1084,Brown-SKNBE2,-,TRUE,1
PKD1P6-NPIPP1,chr16:15128389-15130220,ambig_gene,0.0052,0.1059,Brown-SKNBE2,-,TRUE,1
PIP4K2B,chr17:38795743-38799266,novel_acceptor,0.0147,0.2164,Brown-SKNBE2,-,TRUE,1
CTD-2515O10.6,chr16:30053499-30063729,annotated,0.0161,0.2056,Brown-SKNBE2,+,TRUE,1
RP11-589M4.5,chr14:52832488-52835314,novel_acceptor,0.0316,0.116,Brown-SKNBE2,+,TRUE,1
RP11-554A11.11,chr11:69079020-69135435,ambig_gene,0.0421,0.3203,Brown-SKNBE2,+,TRUE,1
RP11-554A11.11,chr11:69081499-69135435,ambig_gene,0.0046,0.1178,Brown-SKNBE2,+,TRUE,1
ZNF493,chr19:21413508-21422913,annotated,0.0022,0.2079,Brown-SKNBE2,+,TRUE,1
ARL9,chr4:56511347-56523697,novel_exon_skip,0.0294,0.1594,Brown-SKNBE2,+,TRUE,1
HOXC4,chr12:54019500-54028696,novel_donor,0.0241,0.1242,Brown-SKNBE2,+,TRUE,1
C12orf73,chr12:103957274-103965515,none,0.0058,0.1744,Brown-SKNBE2,-,TRUE,1
PROX1-AS1,chr1:213895518-213901295,annotated,0.0191,0.1521,Brown-SKNBE2,-,TRUE,1
ZNF529-AS1,chr19:36577283-36593846,annotated,0.0073,0.1455,Brown-SKNBE2,+,TRUE,1
ZNF529-AS1,chr19:36577283-36593846,annotated,0.0064,0.1152,Brown-SKNBE2,+,TRUE,1
PEDS1,chr20:50131133-50143501,none,0.0052,0.1137,Brown-SKNBE2,-,TRUE,1
ACY1,chr3:51984158-51985361,annotated,0.0458,0.1669,Brown-SKNBE2,+,TRUE,2
PKD1P6,chr16:15128389-15130220,ambig_gene,0.0052,0.1059,Brown-SKNBE2,-,TRUE,1
ZNF10,chr12:133143622-133144434,annotated,0.0268,0.1821,Brown-SKNBE2,+,TRUE,1
RP11-123K3.4,chr12:57283882-57285534,none,0.0356,0.2693,Brown-SKNBE2,-,TRUE,1
INSYN1,chr15:73751097-73752110,annotated,0.0209,0.2685,Brown-SKNBE2,-,TRUE,1
SH3D21,chr1:36322725-36323459,none,0.0289,0.292,Brown-SKNBE2,+,TRUE,1
NBPF1,chr1:16576481-16579193,novel_exon_skip,0.0038,0.2418,Brown-SKNBE2,-,TRUE,1
SNHG14,chr15:25042910-25051099,novel_acceptor,0.0366,0.1366,Brown-SKNBE2,+,TRUE,2
SNHG14,chr15:25000374-25019027,annotated,0.0273,0.1449,Brown-SKNBE2,+,TRUE,1
RP11-385F5.4,chr1:236547909-236550140,novel_acceptor,0.0359,0.1189,Brown-SKNBE2,-,TRUE,1
LINC01250,chr2:3065122-3100833,none,0.0307,0.1363,Brown-SKNBE2,-,TRUE,1
TTN-AS1,chr2:178614273-178615323,novel_donor,0.0499,0.1971,Brown-SKNBE2,+,TRUE,1
TTN-AS1,chr2:178614804-178615323,annotated,0.0359,0.1268,Brown-SKNBE2,+,TRUE,1
TTN-AS1,chr2:178614273-178615323,novel_donor,0.047,0.1881,Brown-SKNBE2,+,TRUE,1
TTN-AS1,chr2:178614804-178615323,annotated,0.0335,0.1213,Brown-SKNBE2,+,TRUE,1
CH17-55D9.1,chr1:150050540-150066958,novel_donor,0.0373,0.248,Brown-SKNBE2,-,TRUE,1
RP11-66B24.7,chr15:100850170-100855231,ambig_gene,0.0198,0.1721,Brown-SKNBE2,+,TRUE,1
RP11-66B24.7,chr15:100850170-100855231,ambig_gene,0.0283,0.2262,Brown-SKNBE2,+,TRUE,1
SRCIN1,chr17:38543969-38544875,novel_donor,0.0277,0.176,Brown-SKNBE2,-,TRUE,1
RP5-994D16.13,chr1:42675806-42681298,novel_donor,0.0282,0.1155,Brown-SKNBE2,-,TRUE,1
RP11-706O15.1,chrX:3860997-3862649,none,0.0072,0.2075,Brown-SKNBE2,-,TRUE,1
RP11-706O15.1,chrX:3860997-3862649,none,0.003,0.1712,Brown-SKNBE2,-,TRUE,1
RP11-571M6.19,chr12:57624606-57624866,annotated,0.035,0.1318,Brown-SKNBE2,+,TRUE,1
RP11-195F19.9,chr9:34680193-34680906,novel_donor,0.0055,0.1508,Brown-SKNBE2,+,TRUE,1
HGH1,chr8:144138428-144138715,annotated,0.0399,0.1955,Brown-SKNBE2,+,TRUE,1
PRKG1-AS1,chr10:52242241-52261546,annotated,0.0373,0.1828,Brown-SKNBE2,-,TRUE,1
LLPH-DT,chr12:66130975-66134052,annotated,0.0106,0.1295,Brown-SKNBE2,+,TRUE,1
ST3GAL6-AS1,chr3:98708316-98715376,annotated,0.0499,0.2413,Brown-SKNBE2,-,TRUE,1
PLA2G4B,chr15:41845320-41845943,ambig_gene,0.0036,0.1834,Brown-SKNBE2,+,TRUE,1
PLA2G4B,chr15:41845320-41845943,ambig_gene,0.0045,0.1552,Brown-SKNBE2,+,TRUE,1
MIATNB,chr22:26693836-26698997,novel_acceptor,0.0313,0.1683,Brown-SKNBE2,+,TRUE,1
MSH5-SAPCD1,chr6:31743170-31744190,ambig_gene,0.0164,0.1155,Brown-SKNBE2,+,TRUE,1
RP13-672B3.2,chr12:132701369-132714858,ambig_gene,0.0313,0.1123,Brown-SKNBE2,+,TRUE,1
RP11-96H19.1,chr12:46383695-46387747,annotated,0.0259,0.1287,Brown-SKNBE2,+,TRUE,1
SMG1P7,chr16:70222480-70226770,novel_donor,0.0409,0.2072,Brown-SKNBE2,-,TRUE,1
GEMIN7-AS1,chr19:45088088-45090107,none,0.0261,0.1064,Brown-SKNBE2,-,TRUE,1
CTD-3214H19.4,chr19:7638775-7639731,ambig_gene,0.0069,0.2396,Brown-SKNBE2,+,TRUE,2
NBPF8,chr1:120449402-120452117,novel_exon_skip,0.0156,0.1525,Brown-SKNBE2,+,TRUE,1
CTD-2410N18.4,chr5:134312380-134321791,ambig_gene,0.0077,0.1339,Brown-SKNBE2,-,TRUE,1
RP11-807H22.10,chr11:72080886-72088296,none,0.0034,0.1098,Brown-SKNBE2,+,TRUE,1
RP1-137D17.4,chr6:169689308-169701924,novel_donor,0.0472,0.1899,Brown-SKNBE2,-,TRUE,1
ICA1,chr7:8141817-8141969,annotated,0.0049,0.1261,Humphrey-i3Cortical,-,TRUE,3
ZFX,chrX:24177866-24179183,annotated,0.0176,0.1349,Humphrey-i3Cortical,+,TRUE,1
CELSR3,chr3:48650289-48650480,novel_acceptor,0.0373,0.3601,Humphrey-i3Cortical,-,TRUE,4
CELSR3,chr3:48649215-48650275,novel_donor,0.0365,0.3473,Humphrey-i3Cortical,-,TRUE,4
LRRC23,chr12:6913237-6913891,annotated,0.0074,0.1291,Humphrey-i3Cortical,+,TRUE,2
SYT7,chr11:61547620-61551384,novel_acceptor,4e-04,0.3323,Humphrey-i3Cortical,-,TRUE,4
SYT7,chr11:61533124-61538144,annotated,0.0494,0.1508,Humphrey-i3Cortical,-,TRUE,1
SYT7,chr11:61547308-61547530,novel_donor,0.0056,0.7702,Humphrey-i3Cortical,-,TRUE,4
NRXN3,chr14:78297860-78298668,novel_acceptor,0.0121,0.1262,Humphrey-i3Cortical,+,TRUE,1
NRXN3,chr14:78297861-78300679,none,7e-04,0.1301,Humphrey-i3Cortical,+,TRUE,1
BRD9,chr5:879889-883938,annotated,0.0033,0.1436,Humphrey-i3Cortical,-,TRUE,4
BRD9,chr5:850602-859601,ambig_gene,0.0478,0.1115,Humphrey-i3Cortical,-,TRUE,2
BRD9,chr5:850603-860194,none,0.0299,0.1241,Humphrey-i3Cortical,-,TRUE,1
BRD9,chr5:879889-883938,annotated,0.0031,0.1347,Humphrey-i3Cortical,-,TRUE,4
SPPL2B,chr19:2334721-2337115,annotated,0.0433,0.1832,Humphrey-i3Cortical,+,TRUE,2
SPPL2B,chr19:2337333-2337443,annotated,0.0421,0.1868,Humphrey-i3Cortical,+,TRUE,3
TSPOAP1,chr17:58305865-58306182,novel_donor,0.0013,0.2021,Humphrey-i3Cortical,-,TRUE,5
ZNF195,chr11:3362602-3370975,annotated,0.0395,0.1002,Humphrey-i3Cortical,-,TRUE,1
ITGA3,chr17:50081193-50081310,annotated,0.0211,0.2118,Humphrey-i3Cortical,+,TRUE,3
ARHGAP44,chr17:12958897-12973302,annotated,0.0189,0.1748,Humphrey-i3Cortical,+,TRUE,1
ARHGAP44,chr17:12973319-12974089,annotated,0.0451,0.1836,Humphrey-i3Cortical,+,TRUE,1
CDK11A,chr1:1709640-1719358,ambig_gene,0.0104,0.1388,Humphrey-i3Cortical,-,TRUE,8
CDK11A,chr1:1709640-1719358,ambig_gene,0.0089,0.1513,Humphrey-i3Cortical,-,TRUE,8
PAX7,chr1:18735878-18748076,novel_acceptor,4e-04,0.4266,Humphrey-i3Cortical,+,TRUE,1
PAX7,chr1:18736139-18744813,none,0.0344,0.1144,Humphrey-i3Cortical,+,TRUE,1
MNAT1,chr14:60812127-60817918,novel_acceptor,0.0031,0.1612,Humphrey-i3Cortical,+,TRUE,4
MNAT1,chr14:60817949-60818722,novel_donor,0.0027,0.172,Humphrey-i3Cortical,+,TRUE,4
RNASET2,chr6:166952548-166955425,ambig_gene,0.0017,0.1381,Humphrey-i3Cortical,-,TRUE,2
POU2F2,chr19:42130499-42160332,novel_acceptor,0.0051,0.2443,Humphrey-i3Cortical,-,TRUE,3
POU2F2,chr19:42122576-42130343,novel_donor,0.0025,0.3659,Humphrey-i3Cortical,-,TRUE,3
PNKP,chr19:49866445-49866752,annotated,0.0434,0.2135,Humphrey-i3Cortical,-,TRUE,1
ATP6V1H,chr8:53841725-53842871,annotated,0.0424,0.1692,Humphrey-i3Cortical,-,TRUE,1
PLEKHA5,chr12:19291697-19304779,novel_acceptor,0.0063,0.1449,Humphrey-i3Cortical,+,TRUE,1
RASGRF1,chr15:79006434-79012489,annotated,0.0457,0.1904,Humphrey-i3Cortical,-,TRUE,1
CAMK2B,chr7:44254607-44258490,novel_donor,0.0015,0.5171,Humphrey-i3Cortical,-,TRUE,4
CAMK2B,chr7:44220901-44222117,novel_donor,3e-04,0.2959,Humphrey-i3Cortical,-,TRUE,4
DNAJC25,chr9:111640748-111642857,novel_donor,0.0343,0.1489,Humphrey-i3Cortical,+,TRUE,2
PSD,chr10:102418046-102418701,novel_acceptor,0.0023,0.7138,Humphrey-i3Cortical,-,TRUE,6
PSD,chr10:102407266-102410374,novel_donor,0.0215,0.1565,Humphrey-i3Cortical,-,TRUE,1
PSD,chr10:102417121-102417940,novel_donor,0.0403,0.5387,Humphrey-i3Cortical,-,TRUE,4
PSD,chr10:102417121-102417908,novel_donor,0.0016,0.1243,Humphrey-i3Cortical,-,TRUE,1
PSD,chr10:102417121-102417685,novel_donor,0.0016,0.1307,Humphrey-i3Cortical,-,TRUE,1
CCAR1,chr10:68721406-68722455,annotated,0.0317,0.1101,Humphrey-i3Cortical,+,TRUE,1
CCAR1,chr10:68721406-68722455,annotated,0.032,0.1122,Humphrey-i3Cortical,+,TRUE,1
PTPRU,chr1:29260267-29260610,annotated,0.0309,0.2178,Humphrey-i3Cortical,+,TRUE,1
FAR2,chr12:29321956-29331233,none,0.0027,0.183,Humphrey-i3Cortical,+,TRUE,1
RSF1,chr11:77813787-77820528,novel_acceptor,3e-04,0.1427,Humphrey-i3Cortical,-,TRUE,4
RSF1,chr11:77813783-77820528,novel_acceptor,3e-04,0.1488,Humphrey-i3Cortical,-,TRUE,3
FNIP2,chr4:158806423-158825916,annotated,0.0204,0.1536,Humphrey-i3Cortical,+,TRUE,1
USP36,chr17:78837071-78838587,novel_acceptor,0.0109,0.2026,Humphrey-i3Cortical,-,TRUE,2
USP36,chr17:78836372-78836897,novel_donor,0.0022,0.2508,Humphrey-i3Cortical,-,TRUE,3
USP13,chr3:179701179-179706934,annotated,0.016,0.5651,Humphrey-i3Cortical,+,TRUE,3
KIF26A,chr14:104152461-104155613,novel_acceptor,0.0023,0.1019,Humphrey-i3Cortical,+,TRUE,1
PFKP,chr10:3099352-3099557,novel_acceptor,9e-04,0.6928,Humphrey-i3Cortical,+,TRUE,8
PFKP,chr10:3099819-3101365,novel_donor,0.0062,0.8088,Humphrey-i3Cortical,+,TRUE,8
PFKP,chr10:3125250-3129006,none,0.0461,0.2108,Humphrey-i3Cortical,+,TRUE,1
ATP1B3,chr3:141916020-141916555,annotated,0.0315,0.1903,Humphrey-i3Cortical,+,TRUE,1
ATP1B3,chr3:141916574-141921977,annotated,0.0352,0.1907,Humphrey-i3Cortical,+,TRUE,1
PIGB,chr15:55324834-55327531,annotated,0.0373,0.1573,Humphrey-i3Cortical,+,TRUE,1
CLTCL1,chr22:19232598-19233422,novel_exon_skip,0.0045,0.2104,Humphrey-i3Cortical,-,TRUE,1
CLTCL1,chr22:19232598-19233422,novel_exon_skip,0.0045,0.26,Humphrey-i3Cortical,-,TRUE,1
CYBRD1,chr2:171541793-171550978,annotated,0.0259,0.2001,Humphrey-i3Cortical,+,TRUE,1
SPEG,chr2:219464608-219465596,novel_acceptor,0.001,0.3054,Humphrey-i3Cortical,+,TRUE,4
SPEG,chr2:219465786-219466057,novel_donor,0.0018,0.3892,Humphrey-i3Cortical,+,TRUE,4
SNCB,chr5:176629965-176630280,annotated,0.0105,0.1219,Humphrey-i3Cortical,-,TRUE,1
BCS1L,chr2:218660166-218660939,annotated,0.0212,0.1355,Humphrey-i3Cortical,+,TRUE,1
CTTNBP2,chr7:117725257-117734913,novel_exon_skip,0.0132,0.1392,Humphrey-i3Cortical,-,TRUE,1
CTTNBP2,chr7:117755574-117756555,annotated,0.0062,0.1015,Humphrey-i3Cortical,-,TRUE,1
CTTNBP2,chr7:117861316-117862098,novel_donor,0.0262,0.2647,Humphrey-i3Cortical,-,TRUE,2
SPAG6,chr10:22401277-22416619,annotated,0.0214,0.1235,Humphrey-i3Cortical,+,TRUE,1
ADGRL1,chr19:14176669-14177531,novel_acceptor,6e-04,0.204,Humphrey-i3Cortical,-,TRUE,4
ADGRL1,chr19:14170791-14176479,novel_donor,8e-04,0.1675,Humphrey-i3Cortical,-,TRUE,3
CHFR,chr12:132855662-132856468,novel_acceptor,0.0306,0.2836,Humphrey-i3Cortical,-,TRUE,1
CHFR,chr12:132853573-132854243,novel_combo,0.0083,0.1563,Humphrey-i3Cortical,-,TRUE,1
CLASP1,chr2:121410969-121418622,annotated,0.0441,0.1299,Humphrey-i3Cortical,-,TRUE,1
KCNQ2,chr20:63439708-63444659,novel_exon_skip,0.0085,0.3923,Humphrey-i3Cortical,-,TRUE,9
KCNQ2,chr20:63439708-63444659,novel_exon_skip,0.0068,0.3254,Humphrey-i3Cortical,-,TRUE,9
TIPIN,chr15:66352955-66356143,novel_donor,0.0483,0.3245,Humphrey-i3Cortical,-,TRUE,1
DLG1,chr3:197297235-197298536,annotated,0.0376,0.1911,Humphrey-i3Cortical,-,TRUE,1
MCAM,chr11:119315263-119317713,annotated,0.0397,0.1499,Humphrey-i3Cortical,-,TRUE,1
RAP1GAP,chr1:21598820-21599494,novel_acceptor,5e-04,0.1557,Humphrey-i3Cortical,-,TRUE,5
RAP1GAP,chr1:21668593-21669254,annotated,0.0399,0.16,Humphrey-i3Cortical,-,TRUE,1
RAP1GAP,chr1:21598502-21598723,novel_donor,5e-04,0.2202,Humphrey-i3Cortical,-,TRUE,3
ACTL6B,chr7:100650643-100655019,novel_acceptor,0.0031,0.7495,Humphrey-i3Cortical,-,TRUE,7
ACTL6B,chr7:100650135-100650575,novel_donor,0.0053,0.7611,Humphrey-i3Cortical,-,TRUE,6
NFKB2,chr10:102394600-102395888,annotated,0.0252,0.2838,Humphrey-i3Cortical,+,TRUE,1
ACER3,chr11:76861079-76868120,annotated,0.026,0.1264,Humphrey-i3Cortical,+,TRUE,1
NRDC,chr1:51836422-51840226,novel_acceptor,0.0246,0.1932,Humphrey-i3Cortical,-,TRUE,1
TP53INP2,chr20:34704778-34705358,annotated,0.0223,0.2554,Humphrey-i3Cortical,+,TRUE,1
RIMS1,chr6:72292046-72295937,annotated,0.0382,0.2235,Humphrey-i3Cortical,+,TRUE,1
STRADB,chr2:201475742-201478087,novel_exon_skip,0.0077,0.1193,Humphrey-i3Cortical,+,TRUE,1
STRADB,chr2:201475742-201478087,novel_exon_skip,0.0094,0.1406,Humphrey-i3Cortical,+,TRUE,1
FAT1,chr4:186590403-186595689,annotated,0.0425,0.1121,Humphrey-i3Cortical,-,TRUE,1
KIF9,chr3:47277379-47280952,annotated,0.0178,0.1516,Humphrey-i3Cortical,-,TRUE,1
SLCO1A2,chr12:21334709-21395270,novel_exon_skip,0.026,0.1664,Humphrey-i3Cortical,-,TRUE,1
ACHE,chr7:100894252-100896140,annotated,0.0174,0.1193,Humphrey-i3Cortical,-,TRUE,1
DNAAF9,chr20:3344699-3348525,novel_acceptor,5e-04,0.4813,Humphrey-i3Cortical,-,TRUE,4
DNAAF9,chr20:3343731-3344641,novel_donor,5e-04,0.5081,Humphrey-i3Cortical,-,TRUE,4
MAPKAPK5,chr12:111894726-111896203,none,0.0092,0.2307,Humphrey-i3Cortical,+,TRUE,4
CHGB,chr20:5911682-5912563,novel_acceptor,6e-04,0.1235,Humphrey-i3Cortical,+,TRUE,1
CHGB,chr20:5912706-5916326,novel_donor,6e-04,0.1226,Humphrey-i3Cortical,+,TRUE,1
CHGB,chr20:5914713-5916326,annotated,0.0097,0.1435,Humphrey-i3Cortical,+,TRUE,5
GRAMD1A,chr19:35000486-35001098,novel_acceptor,0.0027,0.2302,Humphrey-i3Cortical,+,TRUE,7
GRAMD1A,chr19:35001244-35009119,annotated,0.0207,0.448,Humphrey-i3Cortical,+,TRUE,6
RBM41,chrX:107088839-107115352,annotated,0.0258,0.1393,Humphrey-i3Cortical,-,TRUE,1
CERS4,chr19:8210862-8240486,annotated,3e-04,0.1555,Humphrey-i3Cortical,+,TRUE,2
AARS1,chr16:70272882-70276486,novel_acceptor,1e-04,0.3986,Humphrey-i3Cortical,-,TRUE,5
AARS1,chr16:70271972-70272796,novel_donor,1e-04,0.4037,Humphrey-i3Cortical,-,TRUE,5
CCDC80,chr3:112639916-112640924,annotated,0.0403,0.2648,Humphrey-i3Cortical,-,TRUE,1
G2E3,chr14:30559272-30563746,novel_acceptor,3e-04,0.2608,Humphrey-i3Cortical,+,TRUE,5
LRRFIP2,chr3:37072882-37075024,annotated,0.0169,0.1387,Humphrey-i3Cortical,-,TRUE,1
HDAC6,chrX:48818109-48820106,annotated,5e-04,0.2066,Humphrey-i3Cortical,+,TRUE,6
HDAC6,chrX:48818109-48820106,annotated,8e-04,0.2415,Humphrey-i3Cortical,+,TRUE,6
NUP188,chr9:128952846-128956141,ambig_gene,6e-04,0.7334,Humphrey-i3Cortical,+,TRUE,5
NUP188,chr9:128956174-128956350,ambig_gene,6e-04,0.7243,Humphrey-i3Cortical,+,TRUE,5
MYO9B,chr19:17203004-17203147,annotated,7e-04,0.3226,Humphrey-i3Cortical,+,TRUE,3
CBARP,chr19:1235342-1235501,annotated,0.0436,0.5444,Humphrey-i3Cortical,-,TRUE,5
PRODH,chr22:18922933-18925051,annotated,0.0176,0.2449,Humphrey-i3Cortical,-,TRUE,1
PRODH,chr22:18922933-18925051,annotated,0.0367,0.1923,Humphrey-i3Cortical,-,TRUE,1
DDX17,chr22:38490437-38492055,none,0.0296,0.1561,Humphrey-i3Cortical,-,TRUE,1
DDX17,chr22:38488962-38489222,none,0.0321,0.1648,Humphrey-i3Cortical,-,TRUE,1
CBY1,chr22:38656750-38656956,annotated,0.0405,0.167,Humphrey-i3Cortical,+,TRUE,1
C14orf93,chr14:22999156-23000959,annotated,0.0186,0.1437,Humphrey-i3Cortical,-,TRUE,1
APMAP,chr20:24964022-24969526,novel_exon_skip,0.038,0.1273,Humphrey-i3Cortical,-,TRUE,1
MOSPD1,chrX:134899534-134904737,novel_donor,0.0336,0.1622,Humphrey-i3Cortical,-,TRUE,1
ABCD1,chrX:153740237-153740305,novel_acceptor,0.0061,0.2623,Humphrey-i3Cortical,+,TRUE,3
ABCC1,chr16:16033481-16036472,novel_donor,0.0097,0.142,Humphrey-i3Cortical,+,TRUE,1
USP31,chr16:23073881-23078978,none,0.0385,0.125,Humphrey-i3Cortical,-,TRUE,2
RPGRIP1L,chr16:53623000-53636439,novel_acceptor,0.0072,0.1224,Humphrey-i3Cortical,-,TRUE,3
BCL2L13,chr22:17702386-17722274,novel_acceptor,4e-04,0.246,Humphrey-i3Cortical,+,TRUE,6
BCL2L13,chr22:17722390-17726691,none,0.0023,0.2577,Humphrey-i3Cortical,+,TRUE,5
GSTT2,chr22:23980638-23980948,novel_donor,0.0279,0.1762,Humphrey-i3Cortical,+,TRUE,1
ESS2,chr22:19142894-19144057,annotated,0.0421,0.1227,Humphrey-i3Cortical,-,TRUE,1
PCK2,chr14:24094845-24096892,annotated,0.032,0.2079,Humphrey-i3Cortical,+,TRUE,1
RAB5IF,chr20:36608000-36609601,annotated,0.0348,0.1163,Humphrey-i3Cortical,+,TRUE,1
STAG2,chrX:123961856-124021367,annotated,0.0468,0.1817,Humphrey-i3Cortical,+,TRUE,1
MTMR8,chrX:64383009-64395340,novel_acceptor,0.0185,0.1776,Humphrey-i3Cortical,-,TRUE,1
PCSK1N,chrX:48832341-48834422,novel_donor,0.0048,0.1415,Humphrey-i3Cortical,-,TRUE,1
BLOC1S6,chr15:45587876-45603100,novel_exon_skip,0.0478,0.1036,Humphrey-i3Cortical,+,TRUE,1
BLOC1S6,chr15:45587876-45605428,annotated,0.0497,0.1029,Humphrey-i3Cortical,+,TRUE,1
CSPP1,chr8:67074923-67076482,annotated,0.0391,0.1746,Humphrey-i3Cortical,+,TRUE,1
STMN2,chr8:79611214-79616822,novel_acceptor,0.001,0.7089,Humphrey-i3Cortical,+,TRUE,8
TRMT1,chr19:13109838-13110158,annotated,0.0314,0.1433,Humphrey-i3Cortical,-,TRUE,1
CCDC9,chr19:47271672-47272069,novel_donor,9e-04,0.2252,Humphrey-i3Cortical,+,TRUE,2
RNF32,chr7:156658570-156676419,novel_exon_skip,0.0296,0.1924,Humphrey-i3Cortical,+,TRUE,1
RNF32,chr7:156658570-156676419,novel_exon_skip,0.0467,0.3311,Humphrey-i3Cortical,+,TRUE,1
ANKRD7,chr7:118236147-118239909,novel_exon_skip,0.005,0.2888,Humphrey-i3Cortical,+,TRUE,1
ANKRD7,chr7:118236147-118239909,novel_exon_skip,0.0021,0.1839,Humphrey-i3Cortical,+,TRUE,1
ANKRD7,chr7:118236926-118239913,annotated,0.0317,0.11,Humphrey-i3Cortical,+,TRUE,1
NSUN5P2,chr7:72948980-72949053,annotated,0.0126,0.1593,Humphrey-i3Cortical,-,TRUE,1
CLDN15,chr7:101234442-101236747,annotated,0.037,0.1944,Humphrey-i3Cortical,-,TRUE,1
DNM1,chr9:128250940-128253047,novel_acceptor,3e-04,0.2324,Humphrey-i3Cortical,+,TRUE,4
ANKRD26,chr10:27060540-27063988,annotated,0.0206,0.1454,Humphrey-i3Cortical,-,TRUE,1
UGGT2,chr13:95949454-96013307,novel_exon_skip,0.0383,0.2241,Humphrey-i3Cortical,-,TRUE,1
ZNF423,chr16:49640505-49730771,novel_acceptor,8e-04,0.1864,Humphrey-i3Cortical,-,TRUE,4
